PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
81.64,Primary,23599,Concrete,2018,54.94,16.01,1.06
34.09,Primary,35241,Asphalt,2017,72.4,19.88,0.97
16.43,Tertiary,2249,Asphalt,2016,70.72,19.48,1.19
32.62,Secondary,4439,Concrete,2011,78.3,19.18,0.65
29.26,Tertiary,487,Asphalt,2019,81.58,17.75,0.87
86.57,Primary,31820,Concrete,2018,37.73,14.85,0.82
86.64,Secondary,9834,Concrete,2020,52.88,15.32,0.45
86.59,Secondary,-2476,Concrete,2017,41.03,11.17,0.63
74.15,Primary,26125,Concrete,2022,61.41,15.73,0.97
24.05,Tertiary,2150,Asphalt,2009,80.64,18.57,0.83
44.03,Primary,49221,Asphalt,2015,60.17,20.18,1.13
29.95,Tertiary,963,Asphalt,2021,95.13,19.17,1.09
100,Secondary,11204,Asphalt,2024,62.37,15.56,1.2
81.64,Primary,37074,Asphalt,2024,55.06,15.21,0.49
34.49,Tertiary,5811,Asphalt,2020,91.22,19.03,1.33
75.28,Tertiary,1374,Concrete,2023,43.58,12.39,0.43
100,Secondary,14000,Asphalt,2024,49.09,12.99,0.73
77.58,Secondary,8062,Concrete,2022,38.81,13.93,0.61
72.26,Tertiary,2071,Asphalt,2020,93.14,19.12,0.98
18.59,Secondary,12245,Asphalt,2019,58.4,20.24,1
92.59,Tertiary,6452,Concrete,2019,44.31,13.94,0.7
77.48,Tertiary,3273,Asphalt,2025,64.96,12.27,0.45
23.35,Tertiary,3488,Asphalt,2013,90.84,17.4,1.31
79.88,Tertiary,1510,Concrete,2025,52.76,12.18,0.67
26.58,Secondary,8665,Asphalt,2018,76.16,20.58,0.85
93.89,Primary,23994,Asphalt,2025,55.21,13.87,0.8
15.66,Tertiary,2657,Asphalt,2020,87.19,19.56,0.84
29.6,Tertiary,5474,Asphalt,2020,100.41,18.65,0.73
33.93,Secondary,12331,Concrete,1996,71.97,18.83,1
63.03,Tertiary,779,Concrete,2016,37.48,11.63,0.34
32.66,Tertiary,5150,Asphalt,2019,100.96,20.04,0.71
92.57,Tertiary,1286,Concrete,2022,62.66,13.83,0.59
19.78,Secondary,10761,Asphalt,2020,84.46,16.69,0.82
53.3,Primary,15605,Asphalt,2014,85.86,20.46,0.89
21.31,Secondary,15936,Asphalt,2020,82.02,17.44,0.68
17.16,Tertiary,691,Asphalt,2019,86.23,17.88,1.09
57.29,Secondary,24104,Asphalt,2019,66.89,19.66,0.76
76.43,Primary,18891,Concrete,2021,54.56,12.9,0.77
70.93,Tertiary,3209,Concrete,2019,54.33,13.54,0.47
92.74,Secondary,13886,Concrete,2017,52.3,14.81,0.41
68.44,Primary,20446,Asphalt,2024,55.8,16.29,0.85
45.21,Tertiary,2355,Asphalt,2018,114.18,20.37,0.99
34.08,Secondary,28328,Asphalt,2015,98.8,21.44,0.81
28.16,Tertiary,3185,Asphalt,2018,73.81,17.31,0.84
87.56,Primary,24478,Asphalt,2024,49.9,13.88,0.73
25.03,Secondary,13089,Asphalt,2019,84.96,20.42,0.94
49.45,Primary,20739,Concrete,2018,54.33,15.24,0.57
35.28,Primary,52721,Asphalt,2019,73.24,20.31,0.92
18.67,Secondary,15553,Asphalt,2018,92.02,17.91,0.87
94.56,Tertiary,3089,Asphalt,2023,59.25,14.99,0.48
31.34,Tertiary,2846,Asphalt,2018,74.83,18.14,0.76
19.24,Tertiary,2767,Asphalt,2019,70.74,19.93,0.97
88.74,Tertiary,1605,Concrete,2020,66.46,14.94,1.28
25.35,Secondary,15903,Concrete,2013,78.55,18.23,0.96
84.27,Primary,17824,Concrete,2021,50.29,12.74,0.81
86.98,Primary,17678,Concrete,2022,48.35,15.15,0.92
68.21,Tertiary,3101,Concrete,2019,59.23,15.98,0.84
79.59,Primary,39308,Concrete,2020,58.65,13.34,0.64
79.54,Secondary,10860,Concrete,2020,56.74,13.38,0.51
19.37,Tertiary,2321,Asphalt,2020,72.27,18.6,1.23
75.21,Secondary,5440,Asphalt,2024,44.82,11.14,0.83
37.79,Secondary,18345,Asphalt,2015,90.38,18.93,0.69
22.69,Secondary,5848,Concrete,2008,59.2,17.56,1.02
18.49,Primary,28054,Asphalt,2019,74.07,19.03,0.8
31.1,Tertiary,1577,Asphalt,2016,69.45,18.52,1
44.96,Primary,24774,Asphalt,2019,80.24,18.17,1.19
24.35,Secondary,13012,Asphalt,2019,105.94,17.45,1.08
22.59,Secondary,20980,Asphalt,2020,81.72,18.95,0.85
88.25,Secondary,16405,Concrete,2023,42.53,13.73,0.99
89.99,Secondary,9978,Concrete,2019,51.99,12.38,0.95
30.04,Secondary,11746,Asphalt,2020,85.22,20.61,1.4
28.25,Secondary,18896,Asphalt,2020,72.01,19.45,0.79
68.53,Secondary,9916,Concrete,2019,53.74,13.57,0.78
81.14,Primary,27549,Concrete,2025,41.67,15.06,1
36.91,Secondary,12686,Asphalt,2003,75.87,19.78,0.86
50.02,Secondary,20641,Asphalt,2018,73.88,20.17,0.95
92.23,Primary,23773,Concrete,2021,68.83,15.74,0.81
100,Secondary,29629,Asphalt,2023,38.85,11.73,0.45
59.8,Primary,9418,Asphalt,2024,41.55,13.35,0.68
32.07,Tertiary,2502,Asphalt,2012,89.98,18.01,0.89
76.47,Primary,36370,Asphalt,2025,50.82,14.42,0.44
87.68,Secondary,13845,Concrete,2018,43.48,14.19,0.95
85.82,Primary,40855,Concrete,2019,47.26,16.76,0.82
69.65,Secondary,5520,Concrete,2023,40.32,14.25,0.9
48.28,Tertiary,6100,Concrete,2009,71.39,19.47,0.96
30.36,Tertiary,4872,Asphalt,2021,68.07,19.19,0.94
31.43,Primary,26672,Asphalt,2016,75.48,17,1
42.72,Tertiary,90,Asphalt,2020,85.54,19.77,1.27
56.66,Primary,28032,Concrete,2017,65.25,15.97,0.84
22.4,Secondary,7004,Concrete,2009,87.07,19.43,1.31
15.41,Tertiary,4838,Asphalt,2020,66.44,20.1,0.92
59.05,Tertiary,2313,Concrete,2004,72.15,19.05,1.35
1.96,Tertiary,1403,Asphalt,2019,72.7,20.65,1.26
19.87,Tertiary,4391,Asphalt,2019,73.97,18.96,0.94
85.5,Tertiary,3652,Concrete,2019,51.46,14.24,0.66
35.22,Secondary,5434,Concrete,2010,63.9,19.32,0.64
76.39,Primary,13012,Concrete,2022,36.52,11.77,0.7
31,Primary,41748,Asphalt,2021,91.76,19.4,1.1
85.74,Tertiary,1257,Concrete,2020,59.45,15.97,0.7
57.24,Primary,43125,Concrete,2020,58.48,17.39,0.93
80.86,Primary,10765,Concrete,2020,44.2,12.17,0.67
39.86,Secondary,12299,Concrete,2010,86.91,18.91,0.89
29.17,Tertiary,3373,Asphalt,2020,77.49,17.47,0.88
30.4,Primary,88405,Concrete,2014,92.13,19.33,1.29
21.29,Tertiary,1837,Asphalt,2021,64.92,18.44,0.97
2.6,Tertiary,2381,Asphalt,2002,72.94,18.67,0.96
56.81,Secondary,22402,Asphalt,2021,86.1,20.41,0.72
79,Tertiary,2130,Concrete,2021,61.49,13.7,0.52
86.2,Secondary,20147,Concrete,2025,67.06,13.98,0.5
76.21,Secondary,5735,Concrete,2021,39.13,12.58,0.49
66.26,Secondary,10837,Concrete,2018,53.93,14.17,0.87
17.01,Tertiary,1225,Asphalt,2017,102.99,18.56,0.95
100,Primary,48417,Asphalt,2023,32.9,14.68,0.8
82.03,Primary,8585,Concrete,2020,46.64,14.67,0.73
30.83,Primary,52856,Asphalt,2015,74.75,20.01,1.41
92.51,Tertiary,1930,Concrete,2016,68.94,15.21,0.65
89.08,Secondary,8721,Concrete,2020,66.42,11.97,0.65
29.84,Secondary,29939,Concrete,2006,78.01,19.9,0.72
43.72,Tertiary,581,Asphalt,2020,67.98,19.71,0.96
91.22,Secondary,4466,Concrete,2021,39.75,13,0.62
52.47,Primary,28126,Concrete,2021,61.97,12.79,0.75
10.66,Primary,39714,Concrete,2004,85.02,18.93,0.8
34.04,Secondary,12845,Asphalt,2014,79.37,18.81,1.2
84.66,Secondary,10483,Concrete,2021,51.22,15.5,0.19
23.28,Primary,36960,Asphalt,2019,75.42,20.05,0.98
14.76,Secondary,15568,Asphalt,2015,91.33,18.62,0.84
54.02,Tertiary,2039,Concrete,2019,54.71,14,0.55
31.7,Tertiary,6504,Asphalt,2020,72.95,19.86,0.88
14.06,Secondary,5362,Asphalt,2020,86.53,18.41,1.2
53.63,Tertiary,2696,Concrete,2008,103.72,21.13,0.88
61.12,Tertiary,3304,Asphalt,2023,35.12,11.63,0.71
18.88,Primary,27892,Asphalt,2018,88.49,17.47,0.99
95,Secondary,10872,Concrete,2018,51.32,12.85,0.87
67.63,Secondary,10217,Concrete,2022,61.7,16,0.67
50,Secondary,14652,Concrete,2022,56.15,15.56,0.5
40.08,Tertiary,5205,Asphalt,2017,84,19.56,1
1.95,Tertiary,3859,Asphalt,2021,96.61,19.01,0.85
16.04,Tertiary,1241,Concrete,2007,85.02,19.61,0.91
47.99,Secondary,9623,Asphalt,2020,68.78,17.91,1.29
41.71,Secondary,33420,Asphalt,2021,73.58,19.91,0.8
83.62,Primary,40975,Concrete,2018,39.68,18.45,0.78
15.54,Primary,138280,Concrete,2008,77.08,19.36,0.64
84.7,Tertiary,2807,Concrete,2019,61.28,15.13,0.82
100,Secondary,4006,Concrete,2021,55.95,14.48,0.69
82.07,Primary,18672,Concrete,2020,49.96,17,0.55
25.76,Primary,21914,Asphalt,2016,65.03,21.18,1.36
58.78,Secondary,8941,Concrete,2020,55.46,12.14,0.92
74.88,Secondary,17937,Concrete,2018,56.55,13.63,0.64
65.11,Tertiary,2218,Concrete,2022,36.5,15.19,0.43
45.87,Tertiary,3105,Asphalt,2016,91.33,17.62,0.69
77.49,Tertiary,3149,Concrete,2019,39.64,13.06,0.56
37.57,Secondary,18254,Asphalt,2020,87.74,16.85,1.07
59.57,Secondary,3803,Asphalt,2024,57.3,13.9,0.85
86.4,Primary,26815,Concrete,2018,66.07,12.77,0.83
38.68,Tertiary,3583,Asphalt,2019,60.3,17.39,0.66
63.67,Secondary,3158,Concrete,2018,40.09,11.48,0.99
74.01,Secondary,-1164,Concrete,2023,37.44,14,0.57
55.58,Secondary,9553,Asphalt,2024,59.6,14.75,0.61
40.67,Secondary,9608,Concrete,2012,74.05,19.66,0.93
77.54,Tertiary,2118,Asphalt,2024,59.98,13.97,0.94
72.81,Primary,17018,Concrete,2020,53.06,13.12,0.81
76.88,Tertiary,997,Asphalt,2024,41.22,12.98,0.58
100,Primary,52270,Concrete,2019,41.46,15.5,0.99
20.67,Primary,16594,Asphalt,2020,69.7,18.46,1.06
88.43,Secondary,1980,Concrete,2020,62.49,15.89,0.68
22.11,Tertiary,5836,Asphalt,2019,69.11,18.69,1.02
25.96,Secondary,7842,Asphalt,2019,59.08,18.99,0.82
16.51,Tertiary,2197,Concrete,2007,91.29,19,0.85
82.02,Tertiary,1032,Concrete,2020,56.5,13.54,0.98
38.52,Tertiary,2493,Asphalt,2020,71.64,18.93,1.03
61.61,Primary,30144,Concrete,2021,57.68,14.77,1.1
53.92,Primary,36213,Concrete,2023,54.86,15.23,0.73
15.42,Tertiary,2459,Asphalt,2018,88.58,18.56,0.9
18.35,Tertiary,3596,Asphalt,2016,67.89,18.18,1.07
56.78,Tertiary,2091,Concrete,2011,91.06,18.83,0.75
50.45,Tertiary,2494,Asphalt,2019,92.32,19.73,0.9
5.07,Primary,11770,Asphalt,2016,91.91,21.8,1.07
34.76,Tertiary,5821,Asphalt,2012,83.21,19.21,0.7
11.35,Secondary,15009,Asphalt,2018,73.45,18.53,0.64
78.73,Secondary,92,Concrete,2023,70.29,14.74,0.99
78.06,Primary,7980,Concrete,2019,53.04,14.04,0.73
38.79,Tertiary,2475,Concrete,2010,94.76,19.78,1.01
23.54,Tertiary,1949,Asphalt,2019,86.33,20.26,1.21
25.68,Tertiary,2842,Asphalt,2015,74.47,17.86,1.12
30.66,Secondary,21511,Asphalt,2018,82.33,19.46,1.4
48.6,Primary,40497,Asphalt,2020,80.22,18.09,1.1
20.34,Tertiary,2924,Concrete,2012,67.37,18,1.16
77.5,Secondary,9034,Concrete,2018,44.31,13.09,0.8
44.59,Tertiary,4263,Concrete,2019,46.63,14.65,0.87
81.72,Tertiary,2317,Concrete,2018,38.64,13.92,0.59
20.28,Tertiary,2263,Asphalt,2018,64.86,19.72,1.39
77.62,Tertiary,647,Concrete,2020,74.74,11.59,0.88
22.52,Tertiary,3284,Asphalt,2017,87.5,18.76,1.09
64.4,Tertiary,2145,Concrete,2020,68.73,14.54,0.5
52.92,Tertiary,1868,Asphalt,2019,67,19.23,1.25
24.19,Secondary,7716,Asphalt,2012,74.12,17.57,1.5
53.82,Secondary,21869,Asphalt,2012,82.45,18.51,1.27
70.34,Tertiary,1931,Asphalt,2024,46.96,13.01,1.03
80.06,Tertiary,3567,Concrete,2020,53.79,14.37,0.83
35.06,Primary,71438,Asphalt,2018,84.46,20.27,0.75
94.86,Tertiary,2542,Concrete,2019,29.1,12.64,0.7
95.17,Primary,4561,Concrete,2024,66.99,15.07,0.84
86.6,Tertiary,3310,Concrete,2022,59.9,12.06,0.49
63.87,Secondary,5141,Concrete,2020,62.23,12.96,0.67
100,Tertiary,1940,Concrete,2020,51.53,14.08,0.82
86.96,Tertiary,2617,Concrete,2018,56.78,14.24,1.27
44.95,Tertiary,1081,Asphalt,2008,75.32,19.33,0.67
23.41,Primary,46152,Concrete,2008,82.71,19.35,0.89
15.96,Secondary,10103,Concrete,2007,61.38,18.02,1.05
23.35,Secondary,14432,Concrete,2008,73.99,17.89,0.95
89.55,Tertiary,2534,Concrete,2018,58.45,16.18,0.79
81.49,Tertiary,972,Concrete,2021,57.01,14.23,0.76
72.54,Tertiary,4476,Asphalt,2023,47.71,11.86,0.75
83.6,Tertiary,1224,Concrete,2021,40.71,12.54,0.76
62.35,Tertiary,2324,Asphalt,2024,58.32,13.58,0.67
31.53,Tertiary,4419,Concrete,2011,71.45,19.26,0.97
45.42,Primary,21897,Asphalt,2019,74.71,19.39,0.98
74.96,Secondary,23145,Concrete,2022,39.8,15.1,0.81
41.51,Primary,18731,Asphalt,2020,70.48,20.64,0.85
75.86,Primary,27529,Concrete,2021,50.16,13.49,1
4.95,Secondary,21891,Concrete,2011,95.39,20.39,0.7
0,Secondary,9258,Concrete,2009,78.07,18.41,0.83
85.07,Tertiary,1030,Asphalt,2024,41.59,13.15,0.5
59.07,Secondary,7396,Concrete,2019,37.06,11.15,0.73
11.99,Tertiary,3417,Asphalt,2016,64.63,20.31,1.13
73.01,Tertiary,3023,Concrete,2021,53.69,13.54,0.62
22.11,Secondary,6826,Asphalt,2019,89.35,20.85,1.05
100,Secondary,6659,Concrete,2020,83.2,15.45,0.57
78.11,Primary,46768,Asphalt,2023,51.66,13.51,0.87
35.41,Tertiary,2083,Asphalt,2016,76.4,18.96,0.74
15.39,Tertiary,2069,Concrete,2013,87.13,20.44,0.51
31.1,Secondary,10429,Asphalt,2019,78.15,18.47,1.29
4.23,Tertiary,3270,Asphalt,2019,78.59,17.54,1.16
11.64,Primary,-5072,Asphalt,2020,74.17,19.1,0.75
29.51,Primary,16054,Concrete,2010,82.63,18.52,1.01
64.02,Tertiary,1726,Asphalt,2024,64.56,13.87,0.76
15.75,Secondary,9956,Asphalt,2017,71.25,19.2,0.78
10.31,Tertiary,3556,Asphalt,2020,64.35,19.69,0.97
100,Secondary,9270,Concrete,2021,55.2,12.58,0.52
23.22,Tertiary,2708,Concrete,2005,78.81,18.11,0.78
70.4,Secondary,14023,Concrete,2019,46.33,14.37,0.68
12.71,Secondary,11062,Asphalt,2020,89.86,18.6,0.69
76.82,Secondary,6813,Concrete,2019,49.31,10.19,0.75
86.81,Primary,22971,Concrete,2019,51.6,14.56,0.67
42.14,Primary,18282,Concrete,2008,68.64,18.84,1.21
82.73,Tertiary,2346,Concrete,2022,59.22,13.12,0.59
11.2,Tertiary,1179,Asphalt,2016,88.76,18.69,0.95
42.79,Tertiary,3267,Concrete,2011,87.9,17.54,1.06
63.97,Secondary,15422,Concrete,2017,42.47,14.08,0.92
8.19,Secondary,7377,Asphalt,2017,75.64,18.13,0.43
68.77,Tertiary,5359,Asphalt,2024,41.93,14.17,0.83
77.06,Primary,10788,Concrete,2019,39.22,14.72,0.92
78.97,Primary,15242,Concrete,2018,43.27,16.1,0.95
54.37,Tertiary,913,Concrete,2021,62.86,12.4,0.81
100,Primary,15229,Concrete,2017,51.72,13.73,0.33
19.46,Tertiary,2293,Asphalt,1973,71.73,20.41,0.95
27.6,Tertiary,3339,Asphalt,2019,67.71,20.31,0.88
18.5,Tertiary,3871,Concrete,2010,69.86,19.09,0.95
19.43,Primary,29112,Asphalt,2020,77.87,19.55,1.39
94.93,Secondary,3561,Asphalt,2024,49.06,11.84,0.77
76.58,Tertiary,2158,Asphalt,2023,58.81,15.88,0.84
80.33,Secondary,445,Asphalt,2024,42.18,12.47,0.56
17.44,Primary,30388,Asphalt,2020,74.03,19.26,1.14
45.32,Primary,41536,Asphalt,2019,81.21,17.84,1.11
80.34,Primary,27394,Concrete,2021,56.37,15.07,0.43
91.77,Tertiary,1764,Concrete,2020,52.7,12.65,0.76
8.5,Secondary,5169,Asphalt,2019,83.96,19,0.85
77.7,Tertiary,1073,Concrete,2021,58.45,13.37,0.7
98.32,Primary,27514,Concrete,2022,48.83,13.27,0.85
82.33,Tertiary,1411,Asphalt,2024,60.29,11.88,0.7
100,Secondary,7692,Concrete,2023,62.41,12.84,0.44
35.4,Tertiary,1636,Asphalt,2020,81.87,19.72,0.8
95.18,Secondary,12629,Concrete,2020,50.63,13.43,0.61
64.12,Primary,34183,Concrete,2020,54.91,14.32,0.93
80.46,Tertiary,233,Concrete,2019,64.75,13.62,1.17
21.55,Tertiary,3245,Concrete,1994,79.11,19.41,0.73
78.93,Primary,20382,Concrete,2022,55.58,15.83,0.95
51.54,Primary,27575,Asphalt,2012,87.58,19.26,1.42
91.48,Secondary,9196,Concrete,2019,58.24,16.83,0.27
55.67,Secondary,8852,Concrete,2018,36.35,12.26,0.49
51.52,Tertiary,4242,Concrete,2018,45.48,13.26,0.9
24.46,Tertiary,3297,Asphalt,2018,80.76,19.13,0.78
24.54,Tertiary,2912,Asphalt,2016,90.52,17.47,0.57
47.25,Primary,98122,Asphalt,2015,77.96,20.88,1.31
100,Secondary,11293,Concrete,2015,34.24,14.12,0.79
100,Secondary,2884,Concrete,2024,39.18,11.25,0.73
41.14,Secondary,24087,Asphalt,2020,65.26,20.12,1.17
82.21,Tertiary,1880,Asphalt,2025,48.37,12.61,0.79
26.28,Secondary,10389,Asphalt,2018,73.32,20.05,1.12
81.23,Tertiary,4886,Concrete,2020,57.08,14.87,0.98
2.52,Secondary,28199,Asphalt,2018,96.38,18.55,0.9
56.89,Tertiary,3704,Asphalt,2024,32.05,14.4,0.16
53.26,Tertiary,4289,Asphalt,2020,95.56,18.96,0.72
33.64,Tertiary,1704,Asphalt,2010,78.47,16.55,1.19
80.78,Secondary,8990,Concrete,2019,47,15.34,0.6
100,Primary,21387,Concrete,2023,39.85,16.55,0.92
56.82,Tertiary,4972,Concrete,2010,69.34,18.72,0.8
88.29,Tertiary,1911,Concrete,2019,60.33,12.27,0.17
86.44,Secondary,1220,Concrete,2023,71.79,14.79,0.83
1.7,Primary,69993,Asphalt,2020,77.45,20.33,1.1
15.92,Tertiary,688,Concrete,2008,99.16,18.55,1.12
82.63,Secondary,9921,Concrete,2018,50.66,13.73,0.98
63.62,Secondary,34885,Asphalt,2017,95.78,20.28,0.81
0,Secondary,6182,Asphalt,2020,77.47,19.66,0.97
91.25,Tertiary,1388,Concrete,2020,57.91,13.03,0.48
31.15,Tertiary,5210,Asphalt,2019,76.88,18.37,0.77
56.02,Tertiary,3286,Concrete,2003,79.24,18.61,1.2
32.18,Tertiary,5896,Concrete,2008,88.86,19.11,0.57
59.93,Secondary,7411,Concrete,2021,44.33,11.91,0.55
6.53,Tertiary,2173,Concrete,2006,73.85,19.22,0.86
75.08,Tertiary,2714,Concrete,2019,34.42,16.3,0.55
41.44,Tertiary,1251,Asphalt,2019,76.15,21.06,0.48
72.43,Primary,15428,Concrete,2018,42.49,12.8,0.94
27.07,Tertiary,2339,Asphalt,2020,81.61,19.53,1.21
69.36,Primary,23974,Concrete,2021,64.17,12.3,1.17
87.53,Tertiary,1266,Asphalt,2023,59.15,12.39,1.01
58.6,Tertiary,1149,Asphalt,2023,56.28,13.07,0.66
52.85,Tertiary,1916,Asphalt,2020,91.64,19.23,0.85
84.82,Primary,28092,Asphalt,2024,52.67,14.13,0.65
68.61,Secondary,4567,Concrete,2020,57.98,13.24,0.64
42.7,Tertiary,808,Concrete,2010,77.25,18.4,1.16
82.3,Secondary,5773,Concrete,2023,69.79,13.74,0.53
34.69,Secondary,9504,Asphalt,2019,78.35,18.74,1
31.33,Primary,34468,Asphalt,2020,69.6,21.39,1.3
93.07,Tertiary,2135,Asphalt,2025,64.52,15.2,0.9
67.64,Secondary,12302,Concrete,2024,42.69,13.97,0.82
90.12,Primary,42570,Concrete,2018,50.9,16.86,0.71
91.3,Primary,33802,Concrete,2023,32.2,16.73,0.54
35.67,Secondary,21787,Asphalt,2020,67.43,19.49,0.77
34.99,Tertiary,340,Concrete,2020,59,12.83,0.71
76.99,Secondary,11993,Concrete,2017,39.01,14.72,0.31
86.21,Tertiary,755,Concrete,2016,30.18,12.44,0.63
31.64,Primary,44596,Asphalt,2019,59.56,19.37,1.03
42.56,Tertiary,4779,Asphalt,2019,74.48,19.51,1.1
88.3,Primary,20125,Concrete,2024,53.21,12.88,0.53
77.82,Tertiary,2956,Concrete,2020,46.37,14.6,0.8
74.79,Secondary,11060,Concrete,2021,40.7,13.47,0.65
91.81,Tertiary,1346,Concrete,2023,43.92,14.45,1.02
38.24,Tertiary,2169,Asphalt,2019,52.82,19.55,0.8
13.76,Tertiary,1744,Concrete,2005,78.57,18.18,1.11
64.73,Secondary,18317,Concrete,2017,60.73,14.02,0.7
100,Secondary,588,Concrete,2019,46.07,12.39,0.88
47.33,Primary,65185,Asphalt,2017,77.65,19.23,0.91
55.01,Primary,51390,Asphalt,2019,79.71,20.59,0.93
77.76,Primary,18703,Asphalt,2024,43.95,12.78,0.73
73.61,Secondary,7504,Asphalt,2023,29.02,11.93,0.77
91.38,Tertiary,1568,Concrete,2022,42.84,12.08,0.84
32.57,Tertiary,2443,Asphalt,2021,87.94,19.99,0.85
0,Tertiary,3044,Asphalt,2014,87.14,18.53,0.78
88.11,Secondary,9931,Concrete,2020,37.93,14.43,0.77
82.65,Tertiary,975,Concrete,2021,53.98,14.17,0.57
47.12,Tertiary,3768,Asphalt,2020,79.46,19.2,0.84
14.45,Tertiary,5148,Concrete,2009,79.08,19.66,0.75
16.06,Tertiary,4622,Concrete,2009,72.04,19.16,0.94
24.97,Primary,15292,Asphalt,2012,64.24,21.52,1.02
76.78,Tertiary,1047,Concrete,2019,40.78,16.18,0.57
43.35,Primary,47061,Asphalt,2020,67.32,17.43,1.17
77.14,Tertiary,4269,Concrete,2019,55.08,14.62,0.7
19.31,Primary,15252,Asphalt,2020,92.95,21.09,0.97
60.74,Tertiary,1494,Asphalt,2017,85.03,19.72,1.22
77.4,Secondary,10843,Concrete,2023,47.12,13.97,0.59
49.68,Tertiary,1316,Asphalt,2021,74.21,19.88,0.89
42,Tertiary,3567,Asphalt,2020,92.36,17.99,0.64
5.32,Tertiary,3279,Concrete,2009,70.44,18.53,1.06
34.79,Tertiary,2680,Asphalt,2020,77.73,20.59,1.01
17.19,Tertiary,4862,Concrete,2010,89.79,21.83,0.8
46.92,Primary,14275,Concrete,2022,54.77,14.99,0.8
13.5,Tertiary,2800,Asphalt,2019,77.23,20.43,1.09
75.39,Tertiary,895,Asphalt,2024,49.93,15.56,0.81
81.92,Primary,21498,Concrete,2020,53.35,14.67,1.15
27.49,Tertiary,1694,Asphalt,2012,78.35,18.57,1.23
40.45,Secondary,17037,Asphalt,2020,97.32,22.38,0.8
37.88,Tertiary,2057,Asphalt,2017,67.61,18.44,1.18
26.22,Tertiary,2574,Asphalt,2002,54.56,18.97,1.05
100,Tertiary,895,Concrete,2022,37.87,14.11,0.57
35.34,Tertiary,1267,Asphalt,2017,90.98,18.54,0.45
70.46,Primary,33882,Concrete,2022,33.11,13.19,0.77
52.12,Secondary,7006,Asphalt,2019,83.46,18.23,1.11
100,Secondary,7862,Concrete,2017,66.36,14.32,0.9
37.56,Secondary,6215,Asphalt,2020,104.83,19.22,0.93
73.06,Tertiary,2922,Concrete,2021,47.28,13.2,0.73
46.03,Secondary,11347,Concrete,2008,85.51,18.64,0.85
71.46,Tertiary,3956,Concrete,2020,47.03,13.94,0.63
73.69,Secondary,6915,Concrete,2022,51.79,15.34,0.66
100,Primary,8775,Concrete,2024,76.99,13.67,0.56
46.14,Primary,23839,Asphalt,2012,90.69,20.09,1.21
22.13,Tertiary,4920,Asphalt,2010,81.12,19,1.39
47.08,Tertiary,1106,Asphalt,2020,73.23,18.72,0.94
90.16,Secondary,10807,Concrete,2017,57.08,13.95,0.77
14.47,Tertiary,3934,Asphalt,2015,74.85,19.94,1.17
35.31,Secondary,25749,Asphalt,2018,83.63,18.97,0.69
88.94,Tertiary,780,Asphalt,2024,66.15,14.22,0.81
70.72,Tertiary,1983,Concrete,2019,33.59,12.79,0.75
34.35,Secondary,5880,Asphalt,2020,70.14,18.6,1.01
20.6,Secondary,15377,Concrete,2008,55.35,18.75,0.61
74.47,Tertiary,3217,Asphalt,2012,72.53,19.29,1.04
39.12,Primary,33785,Asphalt,2011,83.36,19.39,1.03
31.77,Primary,63168,Asphalt,2019,87.81,19.08,1
44.07,Secondary,16616,Asphalt,2019,87.81,20.14,1.15
38.25,Tertiary,2088,Asphalt,2019,66.3,16.79,1.03
83.67,Primary,26426,Concrete,2020,25.56,14.91,1.14
5.64,Secondary,20433,Asphalt,2019,78.86,19.01,0.95
71.18,Primary,37889,Asphalt,2017,64.13,19.81,1.26
88.22,Secondary,9363,Asphalt,2023,53.93,14.53,0.99
96.42,Secondary,4678,Concrete,2017,55.34,16.14,1.14
30.94,Secondary,13178,Asphalt,2016,86.91,19.49,0.8
82.89,Secondary,4192,Concrete,2019,59.43,14.97,0.84
84.51,Tertiary,2311,Concrete,2018,66.52,16.92,0.77
84.71,Secondary,11435,Asphalt,2024,39.48,15.76,0.54
37.66,Tertiary,2798,Concrete,2012,75.15,20.87,0.92
100,Primary,22832,Asphalt,2024,56.98,15.83,0.75
93.2,Tertiary,2141,Concrete,2023,43.01,14.43,0.78
51,Tertiary,-280,Asphalt,2017,56.29,19.28,0.91
20.98,Tertiary,1994,Asphalt,2020,56.79,18.38,0.93
38.98,Primary,42157,Asphalt,2019,71.85,19.51,0.75
19.72,Secondary,9974,Concrete,2008,68.99,19.22,0.74
19.55,Secondary,18065,Concrete,2006,76.05,20.24,1.14
0,Tertiary,1822,Asphalt,2014,78.05,18.73,0.68
22.77,Tertiary,773,Asphalt,2020,90.73,18.26,1.11
50.94,Tertiary,3071,Asphalt,2017,72.01,19.2,1.21
45.32,Secondary,14381,Concrete,2003,84.6,20.45,0.97
22.38,Tertiary,3542,Asphalt,2020,93.6,19.98,0.77
41.51,Tertiary,2554,Asphalt,2018,77.96,18.56,0.95
22.01,Primary,46342,Concrete,2001,84.83,19.39,1.15
19.19,Tertiary,2330,Asphalt,2018,85.51,19.03,1.5
96.43,Tertiary,2985,Asphalt,2024,43.73,13.79,0.5
100,Primary,43480,Concrete,2016,31.52,15.86,1
67.03,Tertiary,2422,Asphalt,2017,63.77,18.51,1.03
72.85,Tertiary,2598,Concrete,2019,48.21,12.21,0.7
22.21,Tertiary,3925,Concrete,2010,92.23,20.29,0.96
